'金属',  51,
'房地产',  50,
'基建、建筑',  27,
'机械设备、器材制造',  27,
'电力',  24,
'商业银行',  23,
'汽车及零配件',  23,
'化工',  22,
'批发零售',  22,
'交通运输、物流、仓储业',  22,
'电子和电子元器件',  19,
'煤炭',  15,
'专业连锁销售',  15,
'食品饮料',  13,
'医药、生物制品、医疗保健',  12
