'京沪高速铁路股份有限公司', 56.647,
'中国长江电力股份有限公司', 6.599,
'龙光集团有限公司', 4.34,
'腾讯控股有限公司', 1.862,
'中国石油集团资本股份有限公司', 1.781,
'贵州茅台酒股份有限公司', 1.609,
'上海银行股份有限公司', 1.563,
'北京首都开发股份有限公司', 1.551,
'杭州滨江房产集团股份有限公司', 1.497,
'中国海外宏洋集团有限公司', 1.471,
'华能澜沧江水电股份有限公司', 1.421,
'正荣地产集团有限公司', 1.394,
'北京银行股份有限公司', 1.387,
'中国海洋石油有限公司', 1.36,
'阿里巴巴集团控股有限公司', 1.352,
